atom_id,scope,tier,site_or_region,operator,anchor_tenant,gw_facility_central,gw_facility_low,gw_facility_high,gw_it_central,pue,online_year,status,realization_prob,in_western_raw_horizon,in_sovereign_sidebar,in_conservative_T1T2T3,source_publisher,source_url,source_date,last_checked,tier_rationale,tier_rationale_quote,dedupe_group,dedupe_adjustment_mw,dedupe_direction,double_count_risk,notes
epoch_google_council_bluffs_east_operational,Western,T1,Google Council Bluffs (East),Google,Google DeepMind,0.19,0.19,0.19,0.1638,1.16,op.,operational,1.0,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T1 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch current facility power for Google Council Bluffs (East); project=n/a; country=United States.,epoch_site:Google Council Bluffs (East),0,counted_once_as_epoch_site,—,Epoch current facility power for Google Council Bluffs (East); project=n/a; country=United States.
epoch_google_omaha_operational,Western,T1,Google Omaha,Google,Google DeepMind,0.189,0.189,0.189,0.1629,1.16,op.,operational,1.0,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T1 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch current facility power for Google Omaha; project=n/a; country=United States.,epoch_site:Google Omaha,0,counted_once_as_epoch_site,—,Epoch current facility power for Google Omaha; project=n/a; country=United States.
nebius_operational_disclosed,Western,T1,Nebius operational fleet,Nebius,multiple,0.17,0.17,0.17,0.1417,1.2,op.,operational,1.0,true,false,true,Nebius,https://nebius.com/newsroom/nebius-signs-new-ai-infrastructure-agreement-with-meta,2026-03-16,2026-04-25,T1 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Operational capacity disclosed in Nebius public materials.,nebius_operational_disclosed,0,none,—,Operational capacity disclosed in Nebius public materials.
epoch_stack_infrastructure_nva02_operational,Western,T1,STACK Infrastructure NVA02,STACK Infrastructure,(unspecified),0.118,0.118,0.118,0.1017,1.16,op.,operational,1.0,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T1 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch current facility power for STACK Infrastructure NVA02; project=n/a; country=United States.,epoch_site:STACK Infrastructure NVA02,0,counted_once_as_epoch_site,—,Epoch current facility power for STACK Infrastructure NVA02; project=n/a; country=United States.
epoch_google_cedar_rapids_operational,Western,T1,Google Cedar Rapids,Google,Google DeepMind,0.105,0.105,0.105,0.0905,1.16,op.,operational,1.0,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T1 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch current facility power for Google Cedar Rapids; project=n/a; country=United States.,epoch_site:Google Cedar Rapids,0,counted_once_as_epoch_site,—,Epoch current facility power for Google Cedar Rapids; project=n/a; country=United States.
epoch_fluidstack_lake_mariner_operational,Western,T1,Fluidstack Lake Mariner,Fluidstack,"Anthropic, G42",0.068,0.068,0.068,0.0586,1.16,op.,operational,1.0,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T1 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch current facility power for Fluidstack Lake Mariner; project=n/a; country=United States.,epoch_site:Fluidstack Lake Mariner,0,counted_once_as_epoch_site,—,Epoch current facility power for Fluidstack Lake Mariner; project=n/a; country=United States.
epoch_google_pryor_north_operational,Western,T1,Google Pryor (North),Google,Google DeepMind,0.065,0.065,0.065,0.056,1.16,op.,operational,1.0,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T1 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch current facility power for Google Pryor (North); project=n/a; country=United States.,epoch_site:Google Pryor (North),0,counted_once_as_epoch_site,—,Epoch current facility power for Google Pryor (North); project=n/a; country=United States.
lambda_operational,Western,T1,Lambda operational fleet,Lambda,merchant,0.05,0.05,0.05,0.04,1.25,op.,operational,1.0,true,false,true,Lambda,https://lambda.ai/blog/lambda-raises-over-1.5b-from-twg-global-usit-to-build-superintelligence-cloud-infrastructure,2025-11-18,2026-04-25,T1 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Operational estimate retained from neocloud overlay; official financing refreshed but MW disclosure remains limited.,lambda_operational,0,none,—,Operational estimate retained from neocloud overlay; official financing refreshed but MW disclosure remains limited.
epoch_vantage_tx1_operational,Western,T1,Vantage TX1,Vantage Data Centers,(unspecified),0.0448,0.0448,0.0448,0.0386,1.16,op.,operational,1.0,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T1 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch current facility power for Vantage TX1; project=n/a; country=United States.,epoch_site:Vantage TX1,0,counted_once_as_epoch_site,—,Epoch current facility power for Vantage TX1; project=n/a; country=United States.
nscale_operational_seed_capacity,Western,T1,North Carolina seed site,Nscale,merchant,0.02,0.02,0.02,0.0167,1.2,op.,operational,1.0,true,false,true,SiliconANGLE,https://siliconangle.com/2025/10/15/nscale-inks-200000-gpu-data-center-contract-microsoft/,2025-10-15,2026-04-25,T1 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,First US site online; retained but secondary-source flagged.,nscale_operational_seed_capacity,0,none,—,First US site online; retained but secondary-source flagged.
epoch_microsoft_fairwater_wisconsin_buildout_remaining,Western,T2,Microsoft Fairwater Wisconsin,Microsoft,"OpenAI, Microsoft",2.773,2.773,2.773,2.3905,1.16,2027,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 3328.0 MW facility by 2027-10-03; project=Microsoft AI WAN #confident; country=United States.,epoch_site:Microsoft Fairwater Wisconsin,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 3328.0 MW facility by 2027-10-03; project=Microsoft AI WAN #confident; country=United States.
epoch_qts_cedar_rapids_buildout_remaining,Western,T2,QTS Cedar Rapids,QTS,(unspecified),1.587,1.587,1.587,1.3681,1.16,2027,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 1587.0 MW facility by 2027-11-15; project=n/a; country=United States.,epoch_site:QTS Cedar Rapids,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 1587.0 MW facility by 2027-11-15; project=n/a; country=United States.
epoch_xai_colossus_2_buildout_remaining,Western,T2,xAI Colossus 2,xAI,xAI,1.494,1.494,1.494,1.2879,1.16,2026,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 1494.0 MW facility by 2026-05-13; project=n/a; country=United States.,epoch_site:xAI Colossus 2,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 1494.0 MW facility by 2026-05-13; project=n/a; country=United States.
epoch_goodnight_buildout_remaining,Western,T2,Goodnight,Google,Google DeepMind,1.0876,1.0876,1.0876,0.9376,1.16,2027,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 1087.6 MW facility by 2027-10-01; project=n/a; country=United States.,epoch_site:Goodnight,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 1087.6 MW facility by 2027-10-01; project=n/a; country=United States.
epoch_openai_stargate_abilene_buildout_remaining,Western,T2,OpenAI Stargate Abilene,Oracle,OpenAI,0.98,0.98,0.98,0.8448,1.16,2026,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 1180.0 MW facility by 2026-07-01; project=Stargate #confident; country=United States.,epoch_site:OpenAI Stargate Abilene,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 1180.0 MW facility by 2026-07-01; project=Stargate #confident; country=United States.
epoch_crusoe_abilene_expansion_buildout_remaining,Western,T2,Crusoe Abilene Expansion,Microsoft,Microsoft,0.941,0.941,0.941,0.8112,1.16,2027,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 941.0 MW facility by 2027-11-11; project=n/a; country=United States.,epoch_site:Crusoe Abilene Expansion,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 941.0 MW facility by 2027-11-11; project=n/a; country=United States.
epoch_meta_prometheus_buildout_remaining,Western,T2,Meta Prometheus,Meta,Meta,0.579,0.579,0.579,0.4991,1.16,2026,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 1110.0 MW facility by 2026-10-01; project=Prometheus #confident; country=United States.,epoch_site:Meta Prometheus,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 1110.0 MW facility by 2026-10-01; project=Prometheus #confident; country=United States.
epoch_fluidstack_lake_mariner_buildout_remaining,Western,T2,Fluidstack Lake Mariner,Fluidstack,"Anthropic, G42",0.441,0.441,0.441,0.3802,1.16,2027,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 509.0 MW facility by 2027-03-31; project=n/a; country=United States.,epoch_site:Fluidstack Lake Mariner,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 509.0 MW facility by 2027-03-31; project=n/a; country=United States.
epoch_microsoft_fairwater_atlanta_buildout_remaining,Western,T2,Microsoft Fairwater Atlanta,Microsoft,OpenAI,0.426,0.426,0.426,0.3672,1.16,2026,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 859.0 MW facility by 2026-05-14; project=Microsoft AI WAN #confident; country=United States.,epoch_site:Microsoft Fairwater Atlanta,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 859.0 MW facility by 2026-05-14; project=Microsoft AI WAN #confident; country=United States.
epoch_google_pryor_north_buildout_remaining,Western,T2,Google Pryor (North),Google,Google DeepMind,0.389,0.389,0.389,0.3353,1.16,2026,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 454.0 MW facility by 2026-05-17; project=n/a; country=United States.,epoch_site:Google Pryor (North),0,counted_once_as_epoch_site,—,Epoch remaining buildout to 454.0 MW facility by 2026-05-17; project=n/a; country=United States.
openai_microsoft_fairwater_international,Western,T2,Fairwater Narvik and Loughton,Microsoft,OpenAI / Microsoft,0.3,0.28,0.61,0.2609,1.15,?,announced,0.82,true,false,true,Microsoft,https://blogs.microsoft.com/blog/2025/09/18/inside-the-worlds-most-powerful-ai-datacenter/,2025-09-18,2026-04-22,T2: named Microsoft/Nscale Fairwater sites with public construction/deployment schedules; not T3 because public sources do not isolate full take-or-pay MW economics for both sites.,B4 found current primary sources support 0.280 GW named near-term capacity and up to 0.610 GW if stated scale-ups/queues are counted.,fairwater_international,-505,source_replace_named_narvik_loughton_mw,high: Narvik and Loughton overlap with Nscale Microsoft rows,Rev-4.2 source replacement: current primary sources support 230 MW Narvik plus 50-90 MW Loughton; central carried at 300 MW facility instead of the prior 805 MW midpoint.
epoch_google_omaha_buildout_remaining,Western,T2,Google Omaha,Google,Google DeepMind,0.285,0.285,0.285,0.2457,1.16,2027,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 474.0 MW facility by 2027-07-26; project=n/a; country=United States.,epoch_site:Google Omaha,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 474.0 MW facility by 2027-07-26; project=n/a; country=United States.
epoch_anthropic_amazon_new_carlisle_buildout_remaining,Western,T2,Anthropic-Amazon New Carlisle,Amazon,Anthropic,0.137,0.137,0.137,0.1181,1.16,2026,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 1229.0 MW facility by 2026-06-21; project=Project Rainier #confident; country=United States.,epoch_site:Anthropic-Amazon New Carlisle,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 1229.0 MW facility by 2026-06-21; project=Project Rainier #confident; country=United States.
epoch_google_new_albany_buildout_remaining,Western,T2,Google New Albany,Google,Google DeepMind,0.136,0.136,0.136,0.1172,1.16,2026,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 543.0 MW facility by 2026-12-18; project=n/a; country=United States.,epoch_site:Google New Albany,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 543.0 MW facility by 2026-12-18; project=n/a; country=United States.
epoch_vantage_tx1_buildout_remaining,Western,T2,Vantage TX1,Vantage Data Centers,(unspecified),0.1344,0.1344,0.1344,0.1159,1.16,2027,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 179.2 MW facility by 2027-08-31; project=n/a; country=United States.,epoch_site:Vantage TX1,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 179.2 MW facility by 2027-08-31; project=n/a; country=United States.
epoch_google_council_bluffs_east_buildout_remaining,Western,T2,Google Council Bluffs (East),Google,Google DeepMind,0.094,0.094,0.094,0.081,1.16,2026,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 284.0 MW facility by 2026-06-10; project=n/a; country=United States.,epoch_site:Google Council Bluffs (East),0,counted_once_as_epoch_site,—,Epoch remaining buildout to 284.0 MW facility by 2026-06-10; project=n/a; country=United States.
epoch_qts_richmond_buildout_remaining,Western,T2,QTS Richmond,QTS,(unspecified),0.067,0.067,0.067,0.0578,1.16,2026,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 921.0 MW facility by 2026-06-15; project=n/a; country=United States.,epoch_site:QTS Richmond,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 921.0 MW facility by 2026-06-15; project=n/a; country=United States.
epoch_meta_temple_buildout_remaining,Western,T2,Meta Temple,Meta,Meta,0.04,0.04,0.04,0.0345,1.16,2026,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 238.0 MW facility by 2026-09-30; project=n/a; country=United States.,epoch_site:Meta Temple,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 238.0 MW facility by 2026-09-30; project=n/a; country=United States.
epoch_xai_colossus_1_buildout_remaining,Western,T2,xAI Colossus 1,xAI,xAI,0.017,0.017,0.017,0.0147,1.16,2026,announced,0.88,true,false,true,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T2 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 442.0 MW facility by 2026-02-11; project=n/a; country=United States.,epoch_site:xAI Colossus 1,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 442.0 MW facility by 2026-02-11; project=n/a; country=United States.
coreweave_contracted_ex_epoch,Western,T3,CoreWeave contracted fleet ex Epoch Helios,CoreWeave,Microsoft / OpenAI / Meta / IBM,2.3,2.3,2.3,1.84,1.25,2027-28,contracted,0.82,true,false,true,CoreWeave / SEC,https://www.sec.gov/Archives/edgar/data/1769628/000176962826000104/crwv-20251231.htm,2026-03-02,2026-04-28,"T3 because CoreWeave 10-K discloses ""total contracted power capacity"" with $60.7B RPO and named investment-grade counterparties (Microsoft, OpenAI, Meta, IBM); five-year weighted-average committed contract duration. Not T2 because site-level allocation by customer is redacted (no per-site MW). Not T4 because contracted commercial commitment with RPO is stronger than announced-site-only.","""total contracted power capacity was approximately 3.1 GW"" + ""$60.7 billion of RPO""",coreweave_contracted_ex_epoch,-800,none,medium: Helios deducted; customer-site overlap with Microsoft/OpenAI/Meta Epoch sites is candidate-only. PF1 (~400 MW) handled separately as Applied Digital leaseback.,Rev-4.3: 3.1 GW total contracted (CoreWeave 10-K) includes 850 MW active fleet AND 800 MW Helios buildout (already in Epoch). Net incremental ex-Epoch = 3.1 - 0.8 = 2.3 GW. This atom captures the full CoreWeave non-Epoch contracted footprint (active + future); coreweave_operational_disclosed is excluded as a subset to avoid double-counting (reviewer #5 fix).
nebius_meta_microsoft_contract_capacity,Western,T3,Nebius contracted fleet,Nebius,Microsoft / Meta,2.0,2.0,2.0,1.6667,1.2,2027,contracted,0.78,true,false,true,Nebius,https://nebius.com/newsroom/nebius-signs-new-ai-infrastructure-agreement-with-meta,2026-03-16,2026-04-25,T3 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Contracted backlog with Microsoft and Meta; T3 because named IG counterparties and revenue contract evidence exist.,nebius_meta_microsoft_contract_capacity,0,none,—,Contracted backlog with Microsoft and Meta; T3 because named IG counterparties and revenue contract evidence exist.
applied_digital_pf2_leased_capacity,Western,T3,Polaris Forge 2,Applied Digital,undisclosed hyperscaler,0.2,0.2,0.2,0.1538,1.3,2026,contracted,0.78,true,false,true,Applied Digital,https://ir.applieddigital.com/news-events/press-releases/detail/128/applied-digital-finalizes-additional-150mw-lease-with,2026-04-01,2026-04-22,T3 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,PF2 hyperscaler lease plus secured financing; PF1 excluded as CoreWeave overlap.,applied_digital_pf2_leased_capacity,0,none,—,PF2 hyperscaler lease plus secured financing; PF1 excluded as CoreWeave overlap.
epoch_meta_hyperion_buildout_remaining,Western,T4,Meta Hyperion,Meta,Meta,2.262,2.262,2.262,1.95,1.16,2028,announced,0.58,true,false,false,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T4 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 2262.0 MW facility by 2028-01-01; project=Hyperion #confident; country=United States.,epoch_site:Meta Hyperion,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 2262.0 MW facility by 2028-01-01; project=Hyperion #confident; country=United States.
